city_key,city,country,short_description,latitude,longitude,avg_temp_monthly,ideal_durations,budget_level,culture,adventure,nature,beaches,nightlife,cuisine,wellness,urban,seclusion,Category,Approximate Annual Tourists,Famous Foods,Best Time to Visit,Cost of Living,Safety,Cultural Significance,Description,Cost_index,"Meal, Inexpensive Restaurant",One-way Ticket (Local Transport),Monthly Pass (Regular Price),Taxi Start (Normal Tariff),Apartment (1 bedroom) in City Centre,Average Monthly Net Salary (After Tax)
bordeaux,Bordeaux,France,"Strolling through sun-dappled streets, you'll find stunning architecture, vibrant markets, and the rich aroma of freshly baked baguettes filling the air.",44.841.225,-0.5800364,"{""1"":{""avg"":6.9,""max"":10.7,""min"":3.9},""2"":{""avg"":8.5,""max"":13.3,""min"":4.8},""3"":{""avg"":10.5,""max"":15.6,""min"":6.5},""4"":{""avg"":13.2,""max"":18.9,""min"":8.4},""5"":{""avg"":16.5,""max"":22,""min"":11.6},""6"":{""avg"":20.2,""max"":25.9,""min"":15.3},""7"":{""avg"":22.2,""max"":28.3,""min"":16.9},""8"":{""avg"":22.1,""max"":28.7,""min"":16.7},""9"":{""avg"":19,""max"":25.3,""min"":14.1},""10"":{""avg"":15.2,""max"":20.5,""min"":11.2},""11"":{""avg"":10.5,""max"":14.9,""min"":7.2},""12"":{""avg"":8.3,""max"":12.2,""min"":5.5}}","[""Short trip"",""Weekend"",""One week""]",Mid-range,4,2,3,2,3,5,3,4,3,City,1.5 million,"Canel, Cassoulet, Foie gras",Spring (April-May) or Fall (Sept-Oct),Medium-high,"Generally safe, but be aware of pickpockets","A city famous for its wine production, historic center, and Cit du Vin museum.","Renowned for its vineyards and wine, as well as its charming 18th-century architecture.",72.82,12.0,1.7,42.0,7.0,656.79,1950.0
strasbourg,Strasbourg,France,"Charming cobblestone streets lined with half-timbered houses, the aroma of freshly baked pastries, and the gentle flow of the canals create a fairy-tale ambiance.",48.584.614,77.507.127,"{""1"":{""avg"":3.2,""max"":6.4,""min"":0.4},""2"":{""avg"":4.9,""max"":9.2,""min"":1.2},""3"":{""avg"":7.7,""max"":13.3,""min"":2.9},""4"":{""avg"":11.2,""max"":17.4,""min"":5.6},""5"":{""avg"":15.6,""max"":21.4,""min"":10.1},""6"":{""avg"":20.1,""max"":26.2,""min"":14.4},""7"":{""avg"":21.5,""max"":28.1,""min"":15.3},""8"":{""avg"":21.1,""max"":27.8,""min"":15.3},""9"":{""avg"":16.7,""max"":23.3,""min"":11.4},""10"":{""avg"":12,""max"":17.4,""min"":7.7},""11"":{""avg"":6.8,""max"":10.2,""min"":3.8},""12"":{""avg"":4.4,""max"":7.4,""min"":1.9}}","[""Short trip"",""Weekend"",""One week""]",Mid-range,5,2,3,1,3,4,3,4,3,City,1 million,"Quiche Lorraine, Choucroute, Bredele",Spring (April-May) or Fall (Sept-Oct),Medium-high,"Generally safe, but be aware of pickpockets","A charming city with a medieval Old Town, Gothic cathedral, and Christmas markets.","Located on the border with Germany, Strasbourg has a unique blend of French and German cultures.",73.3,12.0,1.8,51.0,4.0,625.62,2045.24
debrecen,Debrecen,Hungary,"Tree-lined streets, charming squares, and a blend of old-world charm with modern vibrancy create a welcoming and relaxed atmosphere.",47.531.399,216.259.782,"{""1"":{""avg"":0.2,""max"":3.7,""min"":-2.1},""2"":{""avg"":3.1,""max"":7.7,""min"":-0.7},""3"":{""avg"":6.6,""max"":11.8,""min"":1.5},""4"":{""avg"":11.7,""max"":17.5,""min"":5.7},""5"":{""avg"":16.6,""max"":22.4,""min"":10.7},""6"":{""avg"":21.6,""max"":27.2,""min"":15.8},""7"":{""avg"":23,""max"":29.4,""min"":17},""8"":{""avg"":23.2,""max"":29.7,""min"":16.8},""9"":{""avg"":17.8,""max"":24,""min"":12},""10"":{""avg"":11.7,""max"":17.7,""min"":6.6},""11"":{""avg"":5.8,""max"":9.9,""min"":2.6},""12"":{""avg"":2,""max"":4.5,""min"":-0.7}}","[""Short trip"",""Weekend""]",Budget,3,2,3,1,3,3,3,3,3,,,,,,,,,,,,,,,
crete,Crete,Greece,"Sun-drenched beaches, ancient ruins, and vibrant local markets create a tapestry of experiences that feel both timeless and refreshingly alive.",35.308.495.199.999.900,2.446.334.231.842.290,"{""1"":{""avg"":11.1,""max"":14.5,""min"":8.5},""2"":{""avg"":12,""max"":15.1,""min"":8.6},""3"":{""avg"":13.6,""max"":17.6,""min"":9.8},""4"":{""avg"":16.5,""max"":20.6,""min"":12.4},""5"":{""avg"":20.4,""max"":24.7,""min"":16.2},""6"":{""avg"":24.9,""max"":29.3,""min"":20.8},""7"":{""avg"":27.3,""max"":31.3,""min"":22.7},""8"":{""avg"":26.9,""max"":31.2,""min"":22.9},""9"":{""avg"":24.1,""max"":28.2,""min"":20.2},""10"":{""avg"":20,""max"":23.8,""min"":16.7},""11"":{""avg"":16.6,""max"":20.1,""min"":13.7},""12"":{""avg"":12.8,""max"":16.6,""min"":10.7}}","[""Long trip"",""Short trip"",""One week""]",Mid-range,4,4,5,5,3,5,4,3,4,Island,3 million,"Seafood, Greek salad, Moussaka",Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"Largest island in Greece, known for ancient ruins, beaches, and mountains.",,,,,,,,
taormina,Taormina,Italy,"Dramatic coastal views, ancient ruins, and charming piazzas create a picturesque setting that invites leisurely exploration and indulgent moments.",378.512.218,152.830.191,"{""1"":{""avg"":12.2,""max"":15.6,""min"":8.8},""2"":{""avg"":12.9,""max"":16.6,""min"":9.3},""3"":{""avg"":14.4,""max"":18.2,""min"":10.8},""4"":{""avg"":15.8,""max"":19.8,""min"":11.9},""5"":{""avg"":19.3,""max"":23.4,""min"":15.4},""6"":{""avg"":24.8,""max"":29.6,""min"":20.4},""7"":{""avg"":28.1,""max"":32.8,""min"":23.9},""8"":{""avg"":27.9,""max"":32.3,""min"":23.7},""9"":{""avg"":24.9,""max"":29.1,""min"":20.9},""10"":{""avg"":21,""max"":24.9,""min"":17.2},""11"":{""avg"":17.3,""max"":21,""min"":13.8},""12"":{""avg"":14.1,""max"":17.5,""min"":10.8}}","[""Short trip"",""Weekend"",""One week""]",Mid-range,4,3,4,4,3,5,3,3,4,,,,,,,,,,,,,,,
madeira,Madeira,Portugal,"Lush landscapes meet dramatic cliffs, where ocean breezes carry the scent of flowers and adventure awaits around every winding path.",32.751.750.099.999.900,-1.698.174.865.726.060,"{""1"":{""avg"":17.4,""max"":19.2,""min"":15.4},""2"":{""avg"":17.2,""max"":19.4,""min"":15},""3"":{""avg"":17.4,""max"":21,""min"":15},""4"":{""avg"":18.2,""max"":21.2,""min"":15.9},""5"":{""avg"":19.5,""max"":22.6,""min"":17.4},""6"":{""avg"":21,""max"":23.6,""min"":18.7},""7"":{""avg"":22.6,""max"":25.5,""min"":20.3},""8"":{""avg"":23.9,""max"":27.2,""min"":21.4},""9"":{""avg"":23.3,""max"":26.2,""min"":21},""10"":{""avg"":22.3,""max"":24.8,""min"":20},""11"":{""avg"":20,""max"":21.7,""min"":17.8},""12"":{""avg"":18.7,""max"":20.2,""min"":16.5}}","[""Short trip"",""One week""]",Mid-range,3,4,5,3,3,4,4,3,4,Island,1 million,"Espetada, Bolo de Mel, Poncha",Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"Island known for lush landscapes, volcanic mountains, and Madeira wine.",,,,,,,,
gjirokaster,Gjirokastër,Albania,"Winding cobblestone streets and stone-roofed houses create a timeless atmosphere, with echoes of history in every corner and stunning mountain views.",400.770.871,201.393.359,"{""1"":{""avg"":7.1,""max"":12.9,""min"":1.9},""2"":{""avg"":8,""max"":14.6,""min"":1.9},""3"":{""avg"":10.5,""max"":17.4,""min"":4},""4"":{""avg"":13.5,""max"":20.2,""min"":6.9},""5"":{""avg"":18.2,""max"":24.9,""min"":11.8},""6"":{""avg"":24,""max"":31.4,""min"":16.5},""7"":{""avg"":27.3,""max"":35.7,""min"":18.3},""8"":{""avg"":25.9,""max"":34.3,""min"":17.7},""9"":{""avg"":21.5,""max"":29.5,""min"":14.2},""10"":{""avg"":17,""max"":24.6,""min"":9.5},""11"":{""avg"":12.1,""max"":18.1,""min"":5.9},""12"":{""avg"":8.7,""max"":14.3,""min"":3.4}}","[""Short trip"",""Weekend""]",Budget,5,3,4,1,2,3,2,2,4,,,,,,,,,,,,,,,
cesky krumlov,Cesky Krumlov,Czech Republic,"Winding cobblestone streets, charming medieval architecture, and the gentle flow of the Vltava River create a fairy-tale atmosphere you'll never forget.",488.106.526,143.150.586,"{""1"":{""avg"":-2.2,""max"":0.8,""min"":-5.3},""2"":{""avg"":-1.3,""max"":2.5,""min"":-5},""3"":{""avg"":2.7,""max"":7.1,""min"":-1.5},""4"":{""avg"":8.1,""max"":12.9,""min"":3},""5"":{""avg"":12.4,""max"":16.7,""min"":7.4},""6"":{""avg"":16,""max"":20.2,""min"":11.2},""7"":{""avg"":17.6,""max"":21.8,""min"":13},""8"":{""avg"":17.4,""max"":21.7,""min"":13},""9"":{""avg"":13.1,""max"":17.1,""min"":9.1},""10"":{""avg"":8.4,""max"":12.4,""min"":4.8},""11"":{""avg"":3.4,""max"":6.7,""min"":0.5},""12"":{""avg"":-0.6,""max"":2.3,""min"":-3.3}}","[""Weekend"",""Short trip"",""Day trip""]",Mid-range,5,2,4,1,2,3,2,2,4,,,,,,,,,,,,,,,
siena,Siena,Italy,"Medieval streets wind through sunlit squares, where the aroma of fresh pasta mingles with the echoes of vibrant local life.",43.167.205.949.999.900,11.467.561.040.475.500,"{""1"":{""avg"":6.4,""max"":9.8,""min"":3.1},""2"":{""avg"":7,""max"":11,""min"":3},""3"":{""avg"":10,""max"":14.6,""min"":5.3},""4"":{""avg"":13,""max"":18.1,""min"":7.9},""5"":{""avg"":17.2,""max"":22.7,""min"":11.6},""6"":{""avg"":21.2,""max"":27.1,""min"":15.2},""7"":{""avg"":24.1,""max"":30.5,""min"":17.7},""8"":{""avg"":24.4,""max"":30.7,""min"":18},""9"":{""avg"":19.7,""max"":25,""min"":14.4},""10"":{""avg"":15.4,""max"":19.8,""min"":11.1},""11"":{""avg"":10.7,""max"":14.2,""min"":7.2},""12"":{""avg"":7.1,""max"":10.3,""min"":3.9}}","[""Weekend"",""Short trip""]",Mid-range,5,2,3,1,2,4,3,3,4,,,,,,,,,,,,,,,
la palma,La Palma,Spain,"Lush landscapes and volcanic vistas create a serene atmosphere, inviting you to explore its quiet trails and charming coastal villages.",286.551.163,-17.857.268.565.579.600,"{""1"":{""avg"":18.7,""max"":21.5,""min"":16.4},""2"":{""avg"":18.5,""max"":21.2,""min"":15.8},""3"":{""avg"":18.8,""max"":21.4,""min"":16.2},""4"":{""avg"":19.6,""max"":22.2,""min"":16.9},""5"":{""avg"":20.7,""max"":23,""min"":18.2},""6"":{""avg"":22.1,""max"":24.4,""min"":19.7},""7"":{""avg"":23.2,""max"":25.4,""min"":21.1},""8"":{""avg"":24.3,""max"":26.8,""min"":22.1},""9"":{""avg"":24,""max"":26.5,""min"":21.9},""10"":{""avg"":23.3,""max"":25.9,""min"":20.7},""11"":{""avg"":21.4,""max"":23.9,""min"":19},""12"":{""avg"":19.9,""max"":22.7,""min"":17.5}}","[""Short trip"",""Weekend"",""One week""]",Mid-range,3,4,5,3,2,3,4,2,4,,,,,,,,,,,,,,,
ghent,Ghent,Belgium,"Charming canals and medieval architecture create a cozy atmosphere, inviting you to wander through cobblestone streets and discover hidden corners filled with history.",510.538.286,37.250.121,"{""1"":{""avg"":4.5,""max"":6.8,""min"":2.2},""2"":{""avg"":6.6,""max"":9.6,""min"":3.7},""3"":{""avg"":8.4,""max"":12,""min"":4.8},""4"":{""avg"":10.2,""max"":14.8,""min"":5.7},""5"":{""avg"":13.6,""max"":18,""min"":8.8},""6"":{""avg"":18.1,""max"":22.6,""min"":13.4},""7"":{""avg"":18.7,""max"":23,""min"":14.3},""8"":{""avg"":19.3,""max"":23.9,""min"":15},""9"":{""avg"":16.4,""max"":20.9,""min"":12.5},""10"":{""avg"":13,""max"":16.4,""min"":10.1},""11"":{""avg"":8.2,""max"":10.7,""min"":5.8},""12"":{""avg"":6.2,""max"":8.1,""min"":4.2}}","[""Short trip"",""Weekend""]",Mid-range,5,2,3,1,4,4,3,4,2,City,5 million,"Waffles, Belgian Fries, Chocolate",Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"A historic city known for its medieval architecture, art museums, and vibrant cultural life.","Ghent is known for its rich history, including the famous Ghent Altarpiece and stunning medieval towers.",,,,,,,
birmingham,Birmingham,United Kingdom,"A dynamic mix of industrial charm and modern culture, offering vibrant markets, eclectic eateries, and a rich musical heritage that captivates visitors.",524.796.992,-19.026.911,"{""1"":{""avg"":4.8,""max"":7.4,""min"":1.9},""2"":{""avg"":6.3,""max"":9.2,""min"":3.2},""3"":{""avg"":7.6,""max"":11,""min"":4.5},""4"":{""avg"":8.9,""max"":13.2,""min"":4.3},""5"":{""avg"":12.8,""max"":17.1,""min"":8.2},""6"":{""avg"":15.5,""max"":19.8,""min"":11},""7"":{""avg"":17.6,""max"":21.7,""min"":13.3},""8"":{""avg"":17.1,""max"":21.2,""min"":13},""9"":{""avg"":14.7,""max"":18.7,""min"":10.6},""10"":{""avg"":11.3,""max"":14.5,""min"":8.1},""11"":{""avg"":7.8,""max"":10.3,""min"":5},""12"":{""avg"":6.4,""max"":8.7,""min"":4}}","[""Short trip"",""Weekend"",""One week""]",Mid-range,4,2,3,1,3,4,3,4,2,,,,,,,,,,,,,,,
tuscany,Tuscany,Italy,"Rolling hills, sun-drenched vineyards, and charming medieval towns create a picturesque landscape that invites leisurely exploration and indulgent culinary experiences.",434.586.541,111.389.204,"{""1"":{""avg"":5.5,""max"":9.2,""min"":2.4},""2"":{""avg"":7.5,""max"":12.4,""min"":3.5},""3"":{""avg"":10,""max"":15,""min"":5.5},""4"":{""avg"":12.2,""max"":17.5,""min"":7.6},""5"":{""avg"":16.9,""max"":21.5,""min"":12.3},""6"":{""avg"":22.9,""max"":28.1,""min"":17.6},""7"":{""avg"":26.4,""max"":32.3,""min"":20.7},""8"":{""avg"":26,""max"":31.8,""min"":20.7},""9"":{""avg"":21,""max"":26.4,""min"":16.2},""10"":{""avg"":16.1,""max"":20.5,""min"":12.3},""11"":{""avg"":10.9,""max"":14.1,""min"":7.9},""12"":{""avg"":6.9,""max"":10.1,""min"":4.1}}","[""Short trip"",""One week"",""Long trip""]",Mid-range,5,3,5,2,3,5,4,3,4,,,,,,,,,,,,,,,
sardinia,Sardinia,Italy,"Crystal-clear waters, rugged coastlines, and charming villages create a serene escape where you can unwind and savor local flavors.",400.912.813,90.305.773,"{""1"":{""avg"":10.6,""max"":13.7,""min"":8},""2"":{""avg"":11.3,""max"":15.2,""min"":8.2},""3"":{""avg"":13.1,""max"":16.9,""min"":10},""4"":{""avg"":14.8,""max"":18.6,""min"":11},""5"":{""avg"":19,""max"":22.8,""min"":15},""6"":{""avg"":23.7,""max"":27.9,""min"":19.2},""7"":{""avg"":27.5,""max"":32.2,""min"":22.5},""8"":{""avg"":26.4,""max"":31.1,""min"":22.1},""9"":{""avg"":22.8,""max"":27.2,""min"":19.2},""10"":{""avg"":18.7,""max"":22.9,""min"":15.6},""11"":{""avg"":14.7,""max"":18,""min"":12.1},""12"":{""avg"":12.1,""max"":15.4,""min"":9.5}}","[""Short trip"",""One week"",""Long trip""]",Mid-range,3,4,5,5,3,4,4,3,4,,,,,,,,,,,,,,,
sibiu,Sibiu,Romania,"Charming cobblestone streets and vibrant squares create a cozy atmosphere, inviting you to explore its rich history and welcoming local culture.",457.973.912,241.519.202,"{""1"":{""avg"":1.4,""max"":5,""min"":-1.7},""2"":{""avg"":2.4,""max"":7,""min"":-1.3},""3"":{""avg"":5.8,""max"":11,""min"":1.5},""4"":{""avg"":9.7,""max"":15.2,""min"":5.2},""5"":{""avg"":14.6,""max"":20.2,""min"":9.9},""6"":{""avg"":19.4,""max"":25.4,""min"":14.5},""7"":{""avg"":21.2,""max"":27.4,""min"":16.2},""8"":{""avg"":21,""max"":27.4,""min"":16},""9"":{""avg"":16.6,""max"":22.6,""min"":11.9},""10"":{""avg"":10.8,""max"":16.1,""min"":6.6},""11"":{""avg"":5.7,""max"":9.4,""min"":2.4},""12"":{""avg"":1.8,""max"":4.6,""min"":-0.7}}","[""Short trip"",""Weekend""]",Budget,4,3,4,1,3,3,3,3,4,,,,,,,,,,,,,,,
vienna,Vienna,Austria,"Grand architecture and cobblestone streets set a charming backdrop for cozy coffeehouses and vibrant cultural scenes, inviting leisurely exploration.",482.083.537,163.725.042,"{""1"":{""avg"":2.5,""max"":4.7,""min"":0.5},""2"":{""avg"":5,""max"":7.9,""min"":2.5},""3"":{""avg"":7,""max"":12.3,""min"":3.6},""4"":{""avg"":12,""max"":16.7,""min"":7.8},""5"":{""avg"":16.2,""max"":20.6,""min"":12.2},""6"":{""avg"":21.6,""max"":26.6,""min"":16.9},""7"":{""avg"":23.3,""max"":28.2,""min"":18.7},""8"":{""avg"":23,""max"":27.8,""min"":18.7},""9"":{""avg"":18,""max"":22.3,""min"":14.3},""10"":{""avg"":12.7,""max"":16.1,""min"":10},""11"":{""avg"":7.3,""max"":9.7,""min"":5.2},""12"":{""avg"":3.9,""max"":6,""min"":2}}","[""One week"",""Short trip"",""Weekend""]",Mid-range,5,2,3,1,4,5,4,5,2,City,7.5 million,"Wiener Schnitzel, Sachertorte, Apfelstrudel",Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"Known for its imperial palaces, classical music, and coffee houses.","A cultural capital with imperial architecture, famous museums, and vibrant cafe culture.",65.03,10.0,2.4,50.0,4.0,876.59,2089.24
minsk,Minsk,Belarus,"Wide boulevards and Soviet-era architecture mix with vibrant cafes and green parks, offering a unique blend of history and modern charm.",539.024.716,275.618.225,"{""1"":{""avg"":-3,""max"":-1.4,""min"":-5.8},""2"":{""avg"":-1.8,""max"":0.6,""min"":-4.7},""3"":{""avg"":2.3,""max"":6.5,""min"":-1.9},""4"":{""avg"":7.7,""max"":12.8,""min"":2.3},""5"":{""avg"":13.4,""max"":18.9,""min"":7},""6"":{""avg"":18.7,""max"":24,""min"":12.3},""7"":{""avg"":19,""max"":24.1,""min"":13.6},""8"":{""avg"":19.3,""max"":24.8,""min"":13.4},""9"":{""avg"":13.7,""max"":18.8,""min"":8.7},""10"":{""avg"":7.5,""max"":11.1,""min"":4},""11"":{""avg"":2.3,""max"":4.1,""min"":0.2},""12"":{""avg"":-0.9,""max"":0.6,""min"":-3}}","[""Short trip"",""Weekend""]",Budget,3,2,3,1,3,3,2,3,3,,,,,,,,,,,,,,,
mostar,Mostar,Bosnia and Herzegovina,"Cobblestone streets, the sound of the river below, and the iconic bridge create a charming and reflective atmosphere in this historic town.",433.435.855,178.076.584,"{""1"":{""avg"":6.2,""max"":9.8,""min"":2.5},""2"":{""avg"":9.2,""max"":14,""min"":4.7},""3"":{""avg"":11.4,""max"":16.5,""min"":6.2},""4"":{""avg"":15.2,""max"":20.7,""min"":9},""5"":{""avg"":19.1,""max"":24.4,""min"":13.3},""6"":{""avg"":25.1,""max"":31.1,""min"":18.3},""7"":{""avg"":28.9,""max"":35.4,""min"":21.5},""8"":{""avg"":28.6,""max"":34.8,""min"":21.4},""9"":{""avg"":22.9,""max"":28.7,""min"":16.8},""10"":{""avg"":17.5,""max"":23.3,""min"":12.2},""11"":{""avg"":12.3,""max"":16.1,""min"":8.6},""12"":{""avg"":8.4,""max"":11.5,""min"":5.6}}","[""Weekend"",""Short trip"",""Day trip""]",Budget,4,3,4,1,3,4,3,3,3,,,,,,,,,,,,,,,
galway,Galway,Ireland,Charming cobblestone streets and vibrant pubs filled with music create an inviting atmosphere where the warmth of the locals is unforgettable.,532.744.122,-90.490.601,"{""1"":{""avg"":6.2,""max"":8.7,""min"":3.5},""2"":{""avg"":6.4,""max"":9.1,""min"":3.8},""3"":{""avg"":7.8,""max"":10.8,""min"":4.9},""4"":{""avg"":9.4,""max"":13,""min"":5.8},""5"":{""avg"":11.9,""max"":15.8,""min"":8},""6"":{""avg"":14.2,""max"":17.8,""min"":10.6},""7"":{""avg"":16.2,""max"":19.5,""min"":12.9},""8"":{""avg"":15.8,""max"":19.1,""min"":12.5},""9"":{""avg"":13.8,""max"":17.3,""min"":10.4},""10"":{""avg"":11,""max"":14.1,""min"":7.9},""11"":{""avg"":8,""max"":11,""min"":5.1},""12"":{""avg"":6.3,""max"":9,""min"":3.6}}","[""Short trip"",""Weekend""]",Mid-range,4,3,4,3,4,4,3,3,3,,,,,,,,,75.21,14.5,2.4,67.5,4.0,1023.91,2221.4
bath,Bath,United Kingdom,"Charming cobblestone streets, historic architecture, and the soothing warmth of natural hot springs create a serene and inviting experience.",513.813.864,-23.596.963,"{""1"":{""avg"":5.2,""max"":7.6,""min"":2.7},""2"":{""avg"":6.8,""max"":9.5,""min"":4.2},""3"":{""avg"":8.1,""max"":11.3,""min"":4.9},""4"":{""avg"":9.4,""max"":13.2,""min"":5.6},""5"":{""avg"":12.8,""max"":16.8,""min"":8.5},""6"":{""avg"":15.6,""max"":19.5,""min"":11.5},""7"":{""avg"":17.7,""max"":21.6,""min"":13.7},""8"":{""avg"":17.4,""max"":21.1,""min"":13.9},""9"":{""avg"":15.2,""max"":18.9,""min"":11.7},""10"":{""avg"":12,""max"":14.9,""min"":9.1},""11"":{""avg"":8.4,""max"":10.7,""min"":6.1},""12"":{""avg"":6.8,""max"":8.7,""min"":4.8}}","[""Short trip"",""Weekend""]",Mid-range,5,2,3,1,3,4,5,3,3,,,,,,,,,,,,,,,
pristina,Pristina,Kosovo,"A city where vibrant street life, intriguing history, and the aroma of freshly brewed coffee blend into a unique and welcoming atmosphere.",426.638.771,211.640.849,"{""1"":{""avg"":1.4,""max"":5.2,""min"":-1.6},""2"":{""avg"":4.3,""max"":9.4,""min"":0.2},""3"":{""avg"":7.7,""max"":13.2,""min"":2.9},""4"":{""avg"":11.1,""max"":16.9,""min"":5.6},""5"":{""avg"":15.8,""max"":21.5,""min"":10.3},""6"":{""avg"":20.8,""max"":26.9,""min"":14.9},""7"":{""avg"":23.4,""max"":30.2,""min"":16.7},""8"":{""avg"":22.9,""max"":30,""min"":16.4},""9"":{""avg"":18.1,""max"":25,""min"":12.2},""10"":{""avg"":13,""max"":19.8,""min"":7.8},""11"":{""avg"":7.8,""max"":12.7,""min"":4.1},""12"":{""avg"":3.5,""max"":6.9,""min"":0.7}}","[""Short trip"",""Weekend""]",Budget,3,2,2,1,3,3,2,3,3,,,,,,,,,,,,,,,
belgrade,Belgrade,Serbia,"Lively streets filled with eclectic architecture, vibrant nightlife, and a fusion of Eastern and Western influences create an inviting, energetic atmosphere.",448.178.131,204.568.974,"{""1"":{""avg"":2.9,""max"":6.1,""min"":-0.1},""2"":{""avg"":6,""max"":10.4,""min"":2.5},""3"":{""avg"":8.8,""max"":13.7,""min"":4.7},""4"":{""avg"":13.7,""max"":19.4,""min"":8.6},""5"":{""avg"":18.1,""max"":23.5,""min"":13.4},""6"":{""avg"":22.9,""max"":28.2,""min"":18},""7"":{""avg"":25.2,""max"":30.8,""min"":19.8},""8"":{""avg"":25.1,""max"":31.2,""min"":19.7},""9"":{""avg"":20,""max"":25.9,""min"":15.3},""10"":{""avg"":14.3,""max"":19.9,""min"":10.4},""11"":{""avg"":8.8,""max"":12.9,""min"":5.7},""12"":{""avg"":4.6,""max"":8,""min"":2}}","[""One week"",""Short trip"",""Weekend""]",Budget,4,3,3,2,5,4,3,4,2,City,1.5 million,"?evapi, Pljeskavica, Sarma",Spring (April-May) or Fall (Sep-Oct),Medium,"Generally safe, but be aware of pickpockets","The capital city, known for its historical landmarks, vibrant nightlife, and beautiful riverside location.",,,,,,,,
hallstatt,Hallstatt,Austria,"Nestled by a serene lake, this picturesque village enchants with its cobblestone streets, alpine views, and a tranquil, timeless atmosphere.",475.621.698,136.486.697,"{""1"":{""avg"":-0.1,""max"":3.3,""min"":-2.5},""2"":{""avg"":2.4,""max"":6.9,""min"":-0.9},""3"":{""avg"":5.6,""max"":10.5,""min"":1},""4"":{""avg"":8.7,""max"":14.2,""min"":3.4},""5"":{""avg"":11.8,""max"":16.4,""min"":7.1},""6"":{""avg"":18.3,""max"":24,""min"":12.5},""7"":{""avg"":18.6,""max"":23.9,""min"":13.3},""8"":{""avg"":18.2,""max"":23.6,""min"":13.2},""9"":{""avg"":14.1,""max"":19.5,""min"":9.7},""10"":{""avg"":10.3,""max"":15.5,""min"":6.4},""11"":{""avg"":4.1,""max"":7.6,""min"":1.6},""12"":{""avg"":1.1,""max"":3.8,""min"":-1.2}}","[""Weekend"",""Day trip""]",Mid-range,4,3,5,2,2,3,3,2,4,Town,1 million,"Kaiserschmarrn, Salzburger Nockerl, Wiener Schnitzel",Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"Famous for its picturesque scenery, salt mines, and historic architecture.","A UNESCO World Heritage Site, Hallstatt is known for its stunning lakeside setting and history.",,,,,,,
nicosia,Nicosia,Cyprus,"Wander through leafy streets where ancient history meets modern life, with a vibrant café culture and a warm, welcoming atmosphere.",351.746.503,333.638.783,"{""1"":{""avg"":11,""max"":16.8,""min"":6.8},""2"":{""avg"":11.1,""max"":17.4,""min"":6.4},""3"":{""avg"":14.8,""max"":21,""min"":9},""4"":{""avg"":18.6,""max"":26.4,""min"":12.5},""5"":{""avg"":22.6,""max"":30.2,""min"":16.2},""6"":{""avg"":27.2,""max"":34.6,""min"":20.6},""7"":{""avg"":30.8,""max"":38.4,""min"":24},""8"":{""avg"":29.5,""max"":37.6,""min"":22.8},""9"":{""avg"":26.3,""max"":34.1,""min"":20.3},""10"":{""avg"":21.6,""max"":28.9,""min"":16.4},""11"":{""avg"":17,""max"":23.4,""min"":12.4},""12"":{""avg"":13.3,""max"":19.4,""min"":9.2}}","[""One week"",""Short trip"",""Weekend""]",Mid-range,4,3,3,2,3,4,3,4,2,,,,,,,,,,,,,,,
carcassonne,Carcassonne,France,"Strolling through cobbled streets surrounded by medieval walls, you feel transported to another era, with vibrant markets and cozy restaurants at every turn.",432.130.358,23.491.069,"{""1"":{""avg"":6.8,""max"":10.3,""min"":3.4},""2"":{""avg"":8.7,""max"":13.2,""min"":4.7},""3"":{""avg"":10.7,""max"":15.3,""min"":6.5},""4"":{""avg"":12.7,""max"":18,""min"":7.8},""5"":{""avg"":16.4,""max"":21.8,""min"":11.4},""6"":{""avg"":21,""max"":26.7,""min"":15.5},""7"":{""avg"":23.9,""max"":30.1,""min"":17.8},""8"":{""avg"":23.9,""max"":30.5,""min"":17.9},""9"":{""avg"":20.2,""max"":26.4,""min"":14.8},""10"":{""avg"":15.8,""max"":20.8,""min"":11.7},""11"":{""avg"":10.6,""max"":14.7,""min"":6.8},""12"":{""avg"":8.2,""max"":12,""min"":4.6}}","[""Short trip"",""Weekend""]",Mid-range,5,2,3,1,2,4,3,3,4,,,,,,,,,,,,,,,
